title,production_date,runtime_minutes,director,average_rating,num_votes,approval_index,prod_budget,domestic_gross,worldwide_gross,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,news,romance,sci-fi,sport,thriller,war,western
Rambo: Last Blood,1568851200,89.0,12,6.1,100893.0,5.039255322174771,50000000,44819352,91378886,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Replacements,965952000,118.0,623,6.6,66302.0,5.259241971905734,50000000,44737059,50054511,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Negotiator,901670400,140.0,483,7.3,145437.0,6.252925179280558,50000000,44705766,49105766,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War Dogs,1471564800,114.0,1716,7.1,225166.0,6.306331441833021,50000000,43034523,86234503,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Cop III,769824000,104.0,815,5.5,83233.0,4.452760185583418,50000000,42586861,119180938,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Peacemaker,875232000,124.0,1218,6.0,59477.0,4.721189677509802,50000000,41263140,62967368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Out of Time,1065139200,105.0,208,6.5,62122.0,5.146416275626493,50000000,41083108,55489826,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Beach,950227200,119.0,322,6.6,242450.0,5.888853356209064,50000000,39778599,39778599,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
On Deadly Ground,761529600,101.0,1643,4.6,24375.0,3.2869146245949072,50000000,38590458,38590458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ninja Assassin,1259107200,99.0,680,6.3,73179.0,5.0599376661466735,50000000,38122883,62209892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Raising Helen,1085702400,119.0,526,6.0,37413.0,4.516545792076199,50000000,37485528,49842431,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Nice Guys,1463616000,116.0,1565,7.3,334384.0,6.700084699402845,50000000,36261763,59596747,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For Love of the Game,937526400,137.0,1534,6.6,35811.0,4.960132074360872,50000000,35188640,46112640,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Jack Frost,913334400,101.0,1756,5.4,38265.0,4.060654613629932,50000000,34645374,34645374,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marmaduke,1275609600,99.0,1720,4.3,16012.0,2.9310069982179843,50000000,33644788,89895930,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Striptease,835920000,115.0,63,4.5,46349.0,3.4253650290360174,50000000,33109743,113309743,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hereafter,1287100800,129.0,276,6.5,93586.0,5.342388987556589,50000000,32746941,108660270,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Murder by Numbers,1019174400,115.0,119,6.1,59132.0,4.799462401374208,50000000,31874869,56643267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Assassins,812937600,133.0,1414,6.3,84790.0,5.1282003056398775,50000000,30306268,83306268,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hostiles,1513900800,134.0,1542,7.2,87858.0,5.8984622891240654,50000000,29819114,36976336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zoolander 2,1454630400,101.0,130,4.7,71835.0,3.7349837460414017,50000000,28848693,55348693,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannibal Rising,1170979200,121.0,1361,6.1,111706.0,5.084948416137024,50000000,27669725,80583311,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Story of Us,939945600,95.0,1449,5.9,24267.0,4.251153626595749,50000000,27100030,27100030,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Host,1363910400,125.0,72,5.8,116120.0,4.844923188674247,50000000,26623701,64477051,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic,1048809600,98.0,823,6.4,63881.0,5.078360331118475,50000000,26599248,42598498,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Run All Night,1426032000,114.0,699,6.6,110815.0,5.5086643285284165,50000000,26461644,71561644,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blood Work,1028851200,110.0,276,6.4,45930.0,4.923015175267683,50000000,26199517,26199517,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The International,1234483200,118.0,1735,6.5,96756.0,5.35831983904128,50000000,25450527,53850527,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape from L.A.,839548800,101.0,794,5.7,76504.0,4.5841185774246975,50000000,25426861,25426861,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Twisted,1077840000,97.0,1369,5.3,22341.0,3.773180290603195,50000000,25195050,40119848,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
All the Money in the World,1514160000,132.0,1434,6.8,86698.0,5.556796454514473,50000000,25106325,56890649,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Life Aquatic with Steve Zissou,1102636800,119.0,1794,7.2,200295.0,6.335005393347988,50000000,24006726,34806726,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Iron Giant,933724800,86.0,170,8.1,202790.0,7.150737450709875,50000000,23159305,31333917,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hellboy,1554854400,120.0,1236,5.2,92221.0,4.241924039313417,50000000,21903748,53956480,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Your Highness,1302220800,102.0,348,5.5,102080.0,4.535357137659596,50000000,21596445,26121638,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream House,1317340800,92.0,751,6.0,67533.0,4.777265681404281,50000000,21302340,41642166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Free State of Jones,1466726400,139.0,538,6.9,59024.0,5.445261062239604,50000000,20810036,23237252,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man of the House,1109289600,100.0,1606,5.4,24405.0,3.881967402639945,50000000,19699706,22099706,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Life of David Gale,1045785600,130.0,22,7.5,122055.0,6.331132958675374,50000000,19694635,28920188,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beautiful Creatures,1360800000,124.0,1420,6.1,88823.0,4.982070473068049,50000000,19452138,60282876,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Into the Blue,1128038400,110.0,840,5.9,77492.0,4.7551605605736,50000000,18782227,41982227,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Promises,1189728000,100.0,340,7.6,246879.0,6.811200512419473,50000000,17181265,56077088,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
King Richard,1637193600,144.0,1402,7.5,117221.0,6.308833788277834,50000000,15138334,37994866,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Messenger: The Story of Joan of Arc,942364800,158.0,1031,6.4,67522.0,5.104461947138292,50000000,14271297,14271297,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fair Game,815356800,91.0,73,4.3,13224.0,2.870483251519404,50000000,11497497,26097497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Drive Angry,1298592000,104.0,1303,5.4,100549.0,4.444495268571311,50000000,10721033,41042583,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad City,878860800,114.0,283,6.3,20314.0,4.46588728261268,50000000,10561038,10561038,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Scarlet Letter,813542400,135.0,1494,5.3,15703.0,3.635695625094354,50000000,10359006,10359006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Domino,1129248000,127.0,1748,5.9,67890.0,4.697736142841282,50000000,10169202,23574057,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jade,813542400,95.0,1805,5.3,13111.0,3.5653489233145623,50000000,9812870,9812870,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Street Fighter: The Legend of Chun-Li,1235692800,96.0,75,3.7,24354.0,2.617795390522218,50000000,8742261,12660287,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Death to Smoochy,1017360000,109.0,324,6.3,41096.0,4.792485895218603,50000000,8355815,8374062,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early Man,1516924800,89.0,1250,6.1,22663.0,4.369038117931508,50000000,8267544,45285890,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Many Saints of Newark,1632441600,120.0,25,6.3,55908.0,4.935156774984593,50000000,8237403,12732039,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boat That Rocked,1258070400,135.0,1413,7.3,112967.0,6.117228786666747,50000000,8017467,37472651,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Big Bounce,1075420800,88.0,553,4.9,18448.0,3.409435108661282,50000000,6471394,6626115,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Planet Are You From?,952041600,105.0,1216,5.6,9620.0,3.647058566683371,50000000,6291602,6291602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Arctic Dogs,1572566400,92.0,0,4.8,2056.0,2.562261972343157,50000000,5801249,11285154,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rhythm Section,1580428800,109.0,1400,5.4,18904.0,3.780489814635828,50000000,5437971,5983043,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Child 44,1429228800,137.0,317,6.4,72256.0,5.136369711805352,50000000,1224330,8004221,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Upside Down,1345680000,109.0,904,6.3,72513.0,5.055699841917373,50000000,102118,26387039,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Upside Down,1345680000,81.0,16,6.9,54.0,1.8932513605909584,50000000,102118,26387039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanghai,1346976000,120.0,409,7.3,10294.0,4.8305914719427285,50000000,46425,15505922,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dora and the Lost City of Gold,1565222400,102.0,662,6.1,31757.0,4.520456783830956,49000000,60477943,120592276,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The One,1004659200,87.0,686,5.9,93227.0,4.835408167103574,49000000,43905746,72689126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Chappie,1425427200,120.0,1237,6.8,255604.0,6.09773161999413,49000000,31569268,105002056,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Ford Fairlane,647654400,104.0,1404,6.4,18526.0,4.495482246098347,49000000,20423389,20423389,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Karenina,1346976000,129.0,775,6.6,101915.0,5.468008798879742,49000000,12816367,71004627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Indiana Jones and the Last Crusade,611971200,127.0,1646,8.2,760871.0,8.038405854724672,48000000,197171806,474171806,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ring,1034899200,115.0,578,7.1,354836.0,6.54392061714895,48000000,129094024,248218486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Traffic,977875200,147.0,1645,7.6,209708.0,6.719953772316401,48000000,124107476,208300000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Panic Room,1017360000,112.0,344,6.8,283234.0,6.149085527234566,48000000,95308367,196308367,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zombieland: Double Tap,1570579200,99.0,1509,6.7,183621.0,5.843073459455147,48000000,73118130,125213018,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Thomas Crown Affair,933897600,113.0,823,6.8,95308.0,5.604167337455741,48000000,69304264,124304264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Instant Family,1542326400,118.0,1552,7.3,109741.0,6.101667603150382,48000000,67363237,119736188,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bone Collector,941760000,118.0,1372,6.7,173368.0,5.814749678726661,48000000,66488090,151463090,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Three Kings,938736000,114.0,368,7.1,174305.0,6.1725850101362125,48000000,60652036,107752036,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tooth Fairy,1264118400,101.0,1168,5.0,47451.0,3.8292530915043423,48000000,60022256,112610386,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat Race,998006400,112.0,735,6.4,118294.0,5.368493932553853,48000000,56607223,86607223,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3:10 to Yuma,1189123200,122.0,678,7.7,316361.0,7.043047026353846,48000000,53606916,71171825,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K-PAX,997660800,120.0,631,7.4,186214.0,6.47495172600949,48000000,50315140,64978140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Bedazzled,972000000,93.0,609,6.1,106688.0,5.064320418443317,48000000,37879996,90376224,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Out of Sight,898819200,123.0,1645,7.0,94545.0,5.768733413973095,48000000,37562568,77562568,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cotton Club,471830400,129.0,499,6.5,18491.0,4.566879622803826,48000000,25928721,25928721,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rambo,1201219200,92.0,1662,7.0,234928.0,6.23751142320466,47500000,42754105,113244290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Infiltrator,1468368000,127.0,171,7.0,75195.0,5.650797079436241,47500000,15436808,22152137,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Tracy,645408000,105.0,1787,6.2,62992.0,4.909149102565103,47000000,103738726,162738726,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrival,1478649600,116.0,391,7.9,703727.0,7.694115228735111,47000000,100546139,202754970,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Cable Guy,834710400,96.0,130,6.1,168269.0,5.268822161199404,47000000,60240295,102825796,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Addams Family Values,753667200,94.0,123,6.8,101721.0,5.636747577191335,47000000,46293855,46293855,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riding in Cars with Boys,1003449600,132.0,1329,6.5,29499.0,4.790251377418756,47000000,29781453,29781453,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solaris,1038355200,99.0,1645,6.2,83995.0,5.04041054473106,47000000,14970038,14970038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Jonah Hex,1276819200,81.0,754,4.7,59770.0,3.671401661803188,47000000,10547117,11022696,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Reilly,825033600,108.0,1604,5.8,15254.0,3.978742860603986,47000000,5707094,12900000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Silence,1482451200,161.0,1100,7.1,114954.0,5.9551301614255845,46500000,7100177,23726626,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Best Friend's Wedding,866764800,105.0,1290,6.3,145602.0,5.378826910288652,46000000,126813153,298923419,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
America's Sweethearts,995587200,102.0,772,5.7,58621.0,4.472459156514523,46000000,93607673,160648493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Star Trek: First Contact,848620800,111.0,862,7.6,127006.0,6.439539846952518,46000000,92027888,150000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insomnia,1022198400,118.0,267,7.2,299055.0,6.547344655163628,46000000,67263182,113622499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Prisoners,1379548800,153.0,391,8.1,725927.0,7.910750241783747,46000000,61002302,113310547,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Courage Under Fire,837129600,116.0,455,6.6,56196.0,5.178936843741696,46000000,59003384,100833145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Liar Liar,858902400,86.0,1734,6.9,313994.0,6.293792740786235,45000000,181410615,302710615,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Taken 2,1348704000,92.0,1283,6.2,310531.0,5.636859142512366,45000000,139854287,377807404,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Flintstones,769996800,91.0,188,5.0,82504.0,4.032743114377716,45000000,130531208,358500000,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 3,1066953600,84.0,379,5.5,150013.0,4.691138298701093,45000000,110000082,155200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Congeniality,977443200,109.0,425,6.3,214711.0,5.55886673442643,45000000,106807667,213420951,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitch Perfect 3,1513814400,93.0,1754,5.8,65999.0,4.603824188245885,45000000,104897530,185736412,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Journey to the Center of the Earth,1215734400,93.0,468,5.8,124993.0,4.876345263086408,45000000,101704370,243180937,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pelican Brief,756086400,141.0,21,6.6,89715.0,5.406094794386198,45000000,100768056,187995859,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Princess Diaries 2: Royal Engagement,1092182400,113.0,526,5.8,83308.0,4.703213031762276,45000000,95149435,134713435,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Bucket List,1198540800,97.0,1449,7.4,248856.0,6.632831833909711,45000000,93466502,174807445,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Client,774662400,119.0,779,6.7,68532.0,5.357232112127134,45000000,92115211,117615211,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Muppets,1322006400,120.0,662,7.1,93726.0,5.8484822811935055,45000000,88625922,160971922,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patriot Games,707702400,117.0,1372,6.8,114464.0,5.6957975393987965,45000000,83287363,178100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Monster-in-Law,1115942400,101.0,1467,5.5,62857.0,4.339138251568565,45000000,82931301,155931301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Training Day,1002240000,122.0,95,7.7,442262.0,7.2328444707703055,45000000,76261036,104505352,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl on the Train,1475625600,112.0,1670,6.5,190001.0,5.681052620985375,45000000,75395035,174278214,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Galaxy Quest,945993600,102.0,385,7.4,166240.0,6.413175589825578,45000000,71423726,90523726,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Scary Movie 2,994204800,83.0,937,5.3,164735.0,4.552263111994037,45000000,71277420,141189101,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blade,903657600,120.0,1610,7.1,279341.0,6.418954828658622,45000000,70141876,131237688,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Coach Carter,1105660800,136.0,1689,7.3,154113.0,6.284046312687714,45000000,67264877,76665507,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Bounty Hunter,1268956800,110.0,81,5.5,129592.0,4.631923591157427,45000000,67061228,135808837,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Changing Lanes,1018569600,98.0,1489,6.5,72607.0,5.221002841156716,45000000,66790248,66790248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Anaconda,860716800,89.0,1034,4.8,106453.0,3.956165579935909,45000000,65598907,136998907,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Underworld: Evolution,1137715200,106.0,1009,6.7,202557.0,5.891455567968063,45000000,62318875,113417762,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
A Beautiful Day in the Neighborhood,1574380800,109.0,1065,7.2,82211.0,5.863270151354562,45000000,61696436,68590003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coyote Ugly,965347200,100.0,364,5.7,116742.0,4.7613575336701,45000000,60786269,113916474,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Love Actually,1068163200,135.0,1413,7.6,499957.0,7.205764670508349,45000000,59472278,246546998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jack,839548800,113.0,499,5.8,61589.0,4.574312732431042,45000000,58617334,58617334,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Specialist,781488000,110.0,1034,5.6,67188.0,4.44788246224845,45000000,57362581,170362581,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tin Cup,840153600,135.0,1499,6.4,51301.0,4.975090685917699,45000000,53854588,75854588,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Hitchhiker's Guide to the Galaxy,1114732800,109.0,528,6.7,200981.0,5.887605134463033,45000000,51019112,102746214,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Resident Evil: Extinction,1190332800,94.0,1518,6.2,198166.0,5.431959282449867,45000000,50648679,149871103,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Fat Albert,1103932800,93.0,781,4.3,12412.0,2.8504348218081748,45000000,48114556,48563556,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Savages,1341532800,131.0,1279,6.4,131443.0,5.418124866241412,45000000,47323100,82513490,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The River Wild,780883200,111.0,293,6.5,47471.0,5.017779211062651,45000000,46815000,94215000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blended,1400716800,117.0,503,6.5,135174.0,5.518228558762005,45000000,46290741,127990741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Peter Rabbit 2: The Runaway,1616716800,93.0,1799,6.2,12247.0,4.162074502479966,45000000,40501717,152506414,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Holiday,1137110400,112.0,1792,6.5,33694.0,4.853839552975449,45000000,38399961,43343247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16 Blocks,1141344000,102.0,1414,6.6,131888.0,5.593202127170286,45000000,36895141,65595141,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Indian in the Cupboard,805680000,96.0,509,6.0,29736.0,4.415162337183493,45000000,35627222,35627222,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellular,1094774400,94.0,369,6.5,102272.0,5.384835075708503,45000000,32003620,61453420,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Doctor Sleep,1572480000,152.0,1209,7.3,197160.0,6.416349436846934,45000000,31581712,71720838,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Ant Bully,1154044800,88.0,785,5.8,40224.0,4.392515081564196,45000000,28142535,49610898,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny English,1050019200,89.0,1346,6.2,163947.0,5.345487682885897,45000000,28013509,161735791,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dune,471830400,137.0,359,6.3,163781.0,5.433361933104125,45000000,27447471,27503491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aliens in the Attic,1248998400,86.0,835,5.4,22894.0,3.856574350274833,45000000,25200412,59551283,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
